"Sottosistema","Unita","Riferimenti","Classificazione","CandidatiTrovati","PercorsiCandidati","PercorsoEsplicitoEsempio"
"Tubazioni","udb","29","Ambigua: piu copie omonime","17","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\UDB.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\distribuzione\libreriedatabase\inmemoria\Udb.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\distribuzione\libreriedatabase\sudisco\udb.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\modifica kbmtable\UDB.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\Rebuli modificato CAD\UDB.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\Rebuli modificato CAD\compnuccio vecchio mandato lazzerini\UDB.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\database\Udb.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\CARICHI\database\Udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\database\UDB.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\libreriedatabase\inmemoria\Udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\libreriedatabase\sudisco\udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\database\UDB.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\libreriedatabase\inmemoria\Udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\libreriedatabase\sudisco\udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\database\UDB.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\libreriedatabase\inmemoria\Udb.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\libreriedatabase\sudisco\udb.pas",
"Tubazioni","udbt","40","Ambigua: piu copie omonime","15","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\gestione\generati\UDBT.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\gestioneclienti\generati\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI vecchio\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\AggiornamentiV13\Carichi\database\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\Copia di 3D\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\progetto test con multitabelle\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\AggiornamentiV13\Carichi\database\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Copia di 3D\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\progetto test con multitabelle\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI vecchio\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\AggiornamentiV13\Carichi\database\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Copia di 3D\GENERATI\UDBT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\progetto test con multitabelle\GENERATI\UDBT.pas",
"Tubazioni","UDispersioni","2","Ambigua: piu copie omonime","13","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\tamponamenti\Form_11\udispersioni.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\tamponamenti\Form_12\udispersioni.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\DllPrincipaleTermico\UDispersioni.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\DllPrincipaleTermico\Form_12\UDispersioni.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\tamponamenti\Form_11\udispersioni.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\DllPrincipaleTermico\Form_12\UDispersioni.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\DllPrincipaleTermico\udispersioni\UDispersioni.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\tamponamenti\Form_11\udispersioni.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\DllPrincipaleTermico\Form_12\UDispersioni.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\DllPrincipaleTermico\udispersioni\UDispersioni.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\tamponamenti\Form_11\udispersioni.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\DllPrincipaleTermico\Form_12\UDispersioni.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\DllPrincipaleTermico\udispersioni\UDispersioni.pas",
"Tubazioni","Ugest_cad","2","Ambigua: piu copie omonime","6","C:\DOCUMENTI\sd\sorgenti\bm-sd\CpiWinClimaBM\Ugest_cad.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\Ugest_cad.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CadEsterno\Ugest_cad.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CadEsterno\Ugest_cad.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\Ugest_cad.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CadEsterno\Ugest_cad.pas",
"Tubazioni","uleggiscrividati","15","Ambigua: piu copie omonime","26","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\gestione\generati\ULeggiscriviDati.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\gestioneclienti\generati\ULeggiscriviDati.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\Sun-Trace\generati\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\AggiornamentiV13\Carichi\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\database generati\Generati\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI\climaenergia\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI vecchio\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\AggiornamentiV13\Carichi\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\Copia di 3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\progetto test con multitabelle\GENERATI\uleggiscrividati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\AggiornamentiV13\Carichi\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Copia di 3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\progetto test con multitabelle\GENERATI\uleggiscrividati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\database generati\Generati\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI vecchio\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\AggiornamentiV13\Carichi\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\database\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Copia di 3D\GENERATI\ULeggiscriviDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\progetto test con multitabelle\GENERATI\uleggiscrividati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\database generati\Generati\ULeggiscriviDati.pas",
"Tubazioni","Ulettura","1","Ambigua: piu copie omonime","8","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\Ulettura.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\Form_12\Ulettura.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\Ulettura.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\Form_12\Ulettura.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\Ulettura.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\Form_12\Ulettura.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\Ulettura.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\Form_12\Ulettura.pas",
"Tubazioni","umainform","1","Ambigua: piu copie omonime","21","C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\cgshaders\CGBombShader\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\glslshaders\BumpShader\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\glslshaders\DiffuseSpecularShader\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\glslshaders\GLSLShaderComponent\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\glslshaders\PostShaders\UMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\interface\Console\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\movements\SmoothNavigator\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\specialsFX\Atmosphere\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\specialsFX\motionblur2\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\specialsFX\posteffect\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Demos\specialsFX\ShadowmappingFBO\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\cgshaders\CGBombShader\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\glslshaders\BumpShader\umainform.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\glslshaders\DiffuseSpecularShader\umainform.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\glslshaders\GLSLShaderComponent\umainform.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\glslshaders\PostShaders\umainform.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\interface\Console\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\movements\SmoothNavigator\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\specialsFX\Atmosphere\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\specialsFX\motionblur2\uMainForm.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\specialsFX\posteffect\uMainForm.pas",
"Tubazioni","UOggetti","4","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD_14\Uoggetti.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\Copia di 3dCAD\Uoggetti.pas",
"Tubazioni","URicercaDati","7","Ambigua: piu copie omonime","12","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\distribuzione\libreriedatabase\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\CARICHI\database\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\CARICHI\database\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\CARICHI\database\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\file emanuela\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\libreriedatabase\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\CARICHI\database\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\file emanuela\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\libreriedatabase\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\CARICHI\database\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\file emanuela\URicercaDati.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\libreriedatabase\URicercaDati.pas",
"Tubazioni","utilitie","2","Ambigua: piu copie omonime","8","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Utilitie.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\CONVERTI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\grafo\GTUBI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\CONVERTI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\grafo\GTUBI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\CONVERTI\UTILITIE.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\grafo\GTUBI\UTILITIE.PAS",
"Tubazioni","uVariabililettura","14","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\UvariabiliLettura.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\codeg\UvariabiliLettura.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\salvataggio\Uvariabililettura.pas",
"Tubazioni","vispareti3d","1","Ambigua: piu copie omonime","4","C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\form\Vispareti3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\temp\semplificate\vispareti3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\form\Vispareti3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\temp\semplificate\vispareti3d.pas",
"Tubazioni","VisualizzaErrori","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\VisualizzaErrori.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\codeg\VisualizzaErrori.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\salvataggio\VisualizzaErrori.pas",
"Tubazioni","warning","2","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\estivo\warning.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\estivo\codeg\warning.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\estivo_13\warning.pas",
"Tubazioni","Wm","1","Ambigua: piu copie omonime","7","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\WM.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\CONVERTI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\grafo\GTUBI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\CONVERTI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\grafo\GTUBI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\CONVERTI\WM.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\grafo\GTUBI\WM.PAS",
"Tubazioni","wp","3","Ambigua: piu copie omonime","9","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\WP.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\INPGRAF\WP.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\INPGRAF\TUBISPIR\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\INPGRAF\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\INPGRAF\TUBISPIR\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\INPGRAF\WP.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\INPGRAF\TUBISPIR\WP.PAS",
"Tubazioni","Buttons","17","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","bwcc","1","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Classes","69","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","ComCtrls","21","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Controls","59","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","DB","33","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","dbcgrids","3","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","DBCtrls","27","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","DBGrids","22","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Dialogs","92","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","ExtCtrls","44","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","FileCtrl","3","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Forms","64","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","graphics","62","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Grids","22","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","IniFiles","3","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Mask","23","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","math","22","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Menus","5","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","messages","60","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","printer","1","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Registry","1","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","StdCtrls","55","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Strings","1","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","SysUtils","147","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","types","2","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Variants","53","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","windos","1","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","Windows","75","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","winprocs","5","Piattaforma Delphi/Turbo Pascal","0","",
"Tubazioni","ActnList","1","Sorgente non individuato","0","",
"Tubazioni","CalcloloCanali","1","Sorgente non individuato","0","",
"Tubazioni","Chart","5","Sorgente non individuato","0","",
"Tubazioni","dateutils","5","Sorgente non individuato","0","",
"Tubazioni","DbChart","1","Sorgente non individuato","0","",
"Tubazioni","DdeMan","1","Sorgente non individuato","0","",
"Tubazioni","def_win","1","Sorgente non individuato","0","",
"Tubazioni","EditNew","1","Sorgente non individuato","0","",
"Tubazioni","fc_tubi","1","Sorgente non individuato","0","",
"Tubazioni","ImgList","4","Sorgente non individuato","0","",
"Tubazioni","inizamb","1","Sorgente non individuato","0","",
"Tubazioni","jpeg","4","Sorgente non individuato","0","",
"Tubazioni","main_res","2","Sorgente non individuato","0","",
"Tubazioni","MPlayer","1","Sorgente non individuato","0","",
"Tubazioni","multilin","1","Sorgente non individuato","0","",
"Tubazioni","OleCtnrs","2","Sorgente non individuato","0","",
"Tubazioni","Series","5","Sorgente non individuato","0","",
"Tubazioni","ShareMem","1","Sorgente non individuato","0","",
"Tubazioni","ShellApi","2","Sorgente non individuato","0","",
"Tubazioni","Spin","4","Sorgente non individuato","0","",
"Tubazioni","TeEngine","3","Sorgente non individuato","0","",
"Tubazioni","TeeProcs","3","Sorgente non individuato","0","",
"Tubazioni","ToolWin","1","Sorgente non individuato","0","",
"Tubazioni","u_winput","2","Sorgente non individuato","0","",
"Tubazioni","UClientform","2","Sorgente non individuato","0","",
"Tubazioni","uses","1","Sorgente non individuato","0","",
"Tubazioni","ValEdit","1","Sorgente non individuato","0","",
"Tubazioni","win_uti","1","Sorgente non individuato","0","",
