"Sottosistema","Sorgente","Unita","PercorsoEsplicito"
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAINST.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MC4EDIT.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MESSWIN.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\OLDST.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRDLL.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRNTESTO.PAS","messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TOOLBAR.PAS","messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TRMAIN.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UFROM.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UMC4F.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UREC.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTIGEN.PAS","messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTILITIE.PAS","messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UVKEY.PAS","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\W_CALC.PAS","messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\componenti\kbmmem\bdenew\DbTables.pas","Messages",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PR.PAS","MFileC",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\INITUTIG.PAS","misureg",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PROVACD.PAS","mmsystem",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","MPlayer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Genproccan.pas","multilin",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DISEG.PAS","multilin",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\EDIT.PAS","multilin",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\GENPROC.PAS","multilin",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INPUTC.PAS","MultiLin",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INSER.PAS","multilin",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\TRONCO.PAS","MultiLin",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PR.PAS","OMemory",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAIN_W.PAS","OMEMORY",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRNTESTO.PAS","OPrinter",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ARCPEZZI.PAS","ostddlgs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PR.PAS","OStdDlgs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRNTESTO.PAS","OStdDlgs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PR.PAS","OStdWnds",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DAVINPUT.PAS","overlay",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\uarchpezzi.pas","pezzi",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\COMMET.PAS","PRINTER",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Del_STAMPE.PAS","PRINTER",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ESEC1.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ESECSTAM.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DAVGLOB.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DAVINPUT.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DAVRIDIS.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\FUNZDIM.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INTCR.PAS","Printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INTERESS.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\PEZZI.PAS","Printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\U_3722.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\WINTR.PAS","Printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\OVERPROC.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\SELCAMPO.PAS","printer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAINST.PAS","printers",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\OLDST.PAS","printers",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\SALVAPI1.PAS","read_c",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DAVINPUT.PAS","rinnova",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","Spin",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\COMMET.PAS","stampe",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\formpezzi.pas","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DFM\INGLESE\MAINEDIT.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\MAINEDIT.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UPROVA.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UVPEZZI.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\MAIN.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UFDaticalc.pas","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UProvacanali.pas","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\FINS.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAIN.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAINST.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MC4EDIT.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MESSWIN.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\OLDST.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PROTOTIP.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TRMAIN.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UCEDIFIC.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\ULDATI10.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTI_DLF.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UVIDEO.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UVKEY.PAS","StdCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ARCPEZZI.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INPUTC.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\NOVITDIM.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\SALVAPI1.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\SALVAPI2.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UTIWINDL.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_DIMENS.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_ICART.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_INPUTC.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\WIN_MENU.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\key_old.pas","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\MASKCOMP.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PR.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PROVAUTI.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UNIT1.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\KEY.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\KEYENG.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAIN_W.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MENU.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MPHKEY.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\POPUP.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRNTESTO.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRNWIN.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PROVA.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PROVACD.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PSICRO.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\SYSINFO.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TOOLBAR.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTIWINDL.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTIWIN.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\W_CALC.PAS","strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\W_GEST.PAS","Strings",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\CalcoloCan.dpr","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\CalcoloCanali.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\CopiaTabelle.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\dimens.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\dummyfunction.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\formpezzi.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Genproccan.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\IncludiTabelle.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DFM\INGLESE\MAINEDIT.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\MAINEDIT.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UPROVA.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\Uprovadim.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UVPEZZI.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\interf3d.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\key_old.pas","SYSUTILS",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\load_p.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\MAIN.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PEZZI.PAS","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\uarchpezzi.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ren Copialibreriagenerale.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Selcodice.dpr","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_cvcan.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UCalcolareti.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UCalcoloCanDLL.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Ucompiladcu.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UFDaticalc.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UGestpezzi.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UProvacanali.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Uselcodice.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Utilitie.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\FINS.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\KEY.PAS","SYSUTILS",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAIN.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAINST.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MC4EDIT.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MESSWIN.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\OLDST.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRDLL.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TRMAIN.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UFROM.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UMC4F.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UREC.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTI_DLF.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTIGEN.PAS","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UVKEY.PAS","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\WM.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\componenti\kbmmem\bdenew\DbTables.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\estivo\copiaLibreriaGenerale.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\Base\Geometry.pas","SysUtils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\utils\Geometria.pas","sysutils",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTI_DLF.PAS","tabnotbk",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UVPEZZI.PAS","Tabs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_CAR.PAS","texter",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_DUC.PAS","texter",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\OLDUTI.PAS","TIPIDUCT",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PIANTE.PAS","tipiDuct",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\uarchpezzi.pas","types",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_ICART.PAS","U_WCart",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_INPUTC.PAS","U_Wduct",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INPUTC.PAS","u_winput",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\MINICALC.PAS","u_winput",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_ICART.PAS","u_winput",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_INPUTC.PAS","u_winput",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\prgduct.pas","u_winput",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UCalcolareti.pas","udbt",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UCalcolareti.pas","uleggiscrividati",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\formpezzi.pas","uoggetti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","UOggetti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\uarchpezzi.pas","Uoggetti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\OLD1.PAS","ut_funz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\GLOBFUNZ.PAS","ut_loca",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\CIPZOOM.PAS","Ut_loca1",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\OLD_GRU.PAS","ut_loca1",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PROTOTIP.PAS","uti_flf",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_CAR.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_CCA.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_DUC.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INPUTCAN.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INSTALLA.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\LOAD_P.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\MINICALC.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_DIMENS.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_ICART.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_INPUTC.PAS","utilitie",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\u_cvcan1.pas","utireport",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PROVA.PAS","utiwindlg",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\SALVAPI2.PAS","validate",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UTIWINDL.PAS","validate",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PROVAUTI.PAS","validate",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRNWIN.PAS","validate",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PROVA.PAS","validate",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTIWINDL.PAS","validate",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTIWIN.PAS","validate",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\W_GEST.PAS","validate",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\load_p.pas","varcarichi",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_cvcan.pas","varcarichi",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","Variants",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\formpezzi.pas","Variants",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\Uprovadim.pas","Variants",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","Variants",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Ucompiladcu.pas","Variants",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UFDaticalc.pas","Variants",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UProvacanali.pas","Variants",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\GENPROC.PAS","win_uti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\SALVAPI1.PAS","win_uti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\TRONCO.PAS","win_uti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_INPUTC.PAS","win31",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRNTESTO.PAS","win31",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TOOLBAR.PAS","Win31",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INPUTC.PAS","winapi",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\KEYENG.PAS","winapi",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MPHKEY.PAS","winapi",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\STAMPA.PAS","winapi",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\C_WM.PAS","Wincrt",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\C_WM1.PAS","Wincrt",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\C_WM.PAS","Wincrt",
